Wavenumber (cm^-1),Absorption,,
2942.1,5.62E-22,,
2942.1,5.55E-22,,
2942,4.46E-22,,
2941.9,3.96E-22,,
2941.9,3.80E-22,,
2941.8,3.94E-22,,
2941.8,3.79E-22,,
2941.7,3.69E-22,,
2941.6,3.88E-22,,
2941.6,4.47E-22,,
2941.5,5.08E-22,,
2941.5,6.67E-22,,
2941.4,7.89E-22,,
2941.3,6.12E-22,,
2941.3,4.70E-22,,
2941.2,4.37E-22,,
2941.2,4.52E-22,,
2941.1,4.73E-22,,
2941,5.15E-22,,
2941,5.48E-22,,
2940.9,5.44E-22,,
2940.9,5.64E-22,,
2940.8,6.44E-22,,
2940.7,8.10E-22,,
2940.7,1.04E-21,,
2940.6,1.08E-21,,
2940.6,9.85E-22,,
2940.5,8.64E-22,,
2940.4,7.10E-22,,
2940.4,6.25E-22,,
2940.3,5.89E-22,,
2940.3,5.98E-22,,
2940.2,6.23E-22,,
2940.1,6.62E-22,,
2940.1,7.08E-22,,
2940,8.18E-22,,
